date,cases_new,cases_import,cases_recovered,cases_active,cases_cluster,cases_unvax,cases_pvax,cases_fvax,cases_boost,cases_child,cases_adolescent,cases_adult,cases_elderly,cases_0_4,cases_5_11,cases_12_17,cases_18_29,cases_30_39,cases_40_49,cases_50_59,cases_60_69,cases_70_79,cases_80,cluster_import,cluster_religious,cluster_community,cluster_highRisk,cluster_education,cluster_detentionCentre,cluster_workplace
5/12/2023,1598,5,1906,15870,28,148,4,334,1112,67,106,1270,155,16,51,106,417,474,255,124,56,32,67,0,0,0,0,132,0,0
6/12/2023,2061,1,1208,16723,64,224,9,469,1359,95,143,1583,240,26,69,143,539,571,326,147,76,52,112,0,0,0,0,0,0,0
7/12/2023,2501,4,1217,18004,75,257,10,494,1740,107,124,2003,267,31,76,124,705,682,418,198,105,64,98,0,0,0,0,0,0,0
8/12/2023,2099,1,1473,18628,105,185,8,447,1459,84,128,1632,255,21,63,128,560,580,327,165,78,72,105,0,0,0,0,0,0,0
9/12/2023,2554,2,1164,20017,145,243,4,565,1742,101,176,2014,263,27,74,176,700,667,424,223,97,61,105,0,0,0,0,0,0,0
10/12/2023,2288,4,960,21345,15,240,10,481,1557,97,111,1784,296,34,63,111,603,614,399,168,103,78,115,0,0,0,0,0,0,0
11/12/2023,1795,3,897,22237,92,182,12,433,1168,60,75,1462,198,29,31,75,498,506,294,164,66,39,93,,,,,,,
12/12/2023,2496,3,1504,23222,52,230,9,540,1717,98,144,1949,305,25,73,144,615,701,421,212,113,82,110,0,0,0,6,46,0,0
13/12/2023,3432,4,1958,24692,148,266,23,794,2349,112,216,2776,328,30,82,216,872,1046,588,270,124,82,122,0,0,7,2,108,31,0
14/12/2023,3923,1,2629,25982,157,399,17,823,2684,160,207,3158,398,50,110,207,1076,1099,670,313,137,96,165,0,0,0,19,138,0,0
15/12/2023,3373,3,2086,27264,45,329,20,666,2358,136,132,2732,373,34,102,132,893,997,578,264,142,83,148,0,0,0,1,26,18,0
16/12/2023,3389,1,2276,28375,47,349,15,655,2370,143,103,2734,409,48,95,103,942,987,540,265,154,95,160,0,0,0,1,35,11,0
17/12/2023,2719,2,2436,28655,0,273,9,546,1891,119,62,2181,357,39,80,62,770,740,425,246,143,80,134,0,0,0,0,0,0,0
18/12/2023,2545,1,2015,29180,1,260,11,535,1739,93,66,2022,364,31,62,66,714,680,420,208,132,89,143,0,0,0,0,0,0,1
19/12/2023,3313,3,2508,29980,44,328,12,694,2279,123,79,2713,398,53,70,79,965,924,552,272,129,105,164,0,0,0,0,31,0,13
20/12/2023,5048,5,3313,31714,27,465,13,872,3698,145,70,4272,561,64,81,70,1457,1508,850,457,212,147,202,0,0,0,0,9,0,18
21/12/2023,4530,5,4021,32221,29,407,20,852,3251,133,83,3784,530,54,79,83,1360,1285,751,388,208,104,218,0,0,0,13,14,0,2
22/12/2023,4258,5,3311,33164,96,429,27,794,3008,142,62,3449,605,59,83,62,1166,1220,700,363,221,177,207,0,0,0,36,13,5,42
23/12/2023,3499,2,3376,33285,32,401,9,619,2470,114,57,2808,520,44,70,57,1025,962,532,289,179,123,218,0,0,0,6,19,3,4
24/12/2023,3329,1,2868,33744,29,404,9,611,2305,132,46,2646,505,55,77,46,913,879,555,299,193,96,216,0,0,0,0,4,0,25
25/12/2023,2279,0,2473,33547,18,316,4,474,1485,88,54,1792,345,42,46,54,729,552,332,179,107,90,148,0,0,0,3,0,0,15
26/12/2023,2256,3,3320,32477,9,295,6,459,1496,82,42,1717,415,39,43,42,612,607,325,173,138,105,172,0,0,0,5,0,0,4
27/12/2023,3022,6,5029,30465,10,347,14,564,2097,113,56,2405,448,41,72,56,849,822,452,282,147,106,195,0,0,0,1,5,0,4
28/12/2023,3425,7,4549,29338,7,367,13,626,2419,114,43,2797,471,58,56,43,974,964,561,298,164,123,184,0,0,0,0,1,0,6
29/12/2023,3484,4,4237,28584,17,385,19,673,2407,119,64,2771,530,47,72,64,967,959,563,282,181,136,213,0,0,0,14,0,0,3
30/12/2023,2803,4,3488,27894,11,300,11,531,1961,99,48,2191,465,40,59,48,783,763,402,243,171,113,181,0,0,0,10,0,0,1
31/12/2023,2317,1,3285,26925,35,319,10,508,1480,98,56,1759,403,41,57,56,585,653,330,191,130,95,178,0,0,0,22,0,6,7
1/1/2024,1956,1,2324,26553,2,288,10,409,1249,101,55,1474,326,41,60,55,475,538,302,159,100,93,133,0,0,0,0,0,0,2
2/1/2024,1860,6,2300,26108,0,228,13,416,1203,103,57,1408,292,27,76,57,444,499,306,159,98,74,120,,,,,,,
3/1/2024,2543,4,3076,25570,52,318,20,544,1661,126,89,1934,394,39,87,89,632,668,420,214,111,107,176,,,,,,,
4/1/2024,3269,2,3380,25456,10,349,16,711,2193,185,127,2520,437,43,142,127,831,912,513,264,144,112,181,,,,,,,
5/1/2024,2981,2,3479,24954,26,374,14,666,1927,165,135,2256,425,40,125,135,754,774,483,245,145,101,179,,,,,,,
6/1/2024,2330,2,2821,24463,46,350,10,451,1519,127,88,1758,357,46,81,88,597,642,359,160,108,83,166,,,,,,,
7/1/2024,2203,1,2279,24383,98,371,14,469,1349,117,78,1703,305,44,73,78,587,597,351,168,101,60,144,,,,,,,
8/1/2024,1466,1,1955,23892,9,240,5,350,871,98,85,1050,233,29,69,85,338,364,237,111,72,41,120,,,,,,,
9/1/2024,1725,3,1987,23629,10,227,12,353,1133,96,76,1306,247,24,72,76,426,475,256,149,72,55,120,,,,,,,
10/1/2024,1940,2,2455,23114,18,250,9,419,1262,124,106,1459,251,38,86,106,485,511,293,170,85,65,101,,,,,,,
11/1/2024,2037,3,3246,21904,16,308,10,462,1257,133,102,1524,278,33,100,102,513,557,297,157,97,70,111,,,,,,,
12/1/2024,1705,2,2959,20650,17,237,8,359,1101,106,85,1291,223,28,78,85,384,492,289,126,69,46,108,,,,,,,
13/1/2024,1355,0,2316,19689,34,178,5,312,860,100,81,992,182,32,68,81,316,344,217,115,51,48,83,0,0,0,1,33,0,0
14/1/2024,1326,3,2201,18813,2,161,4,275,886,60,66,1016,184,18,42,66,321,362,224,109,56,39,89,0,0,0,0,2,0,0
15/1/2024,962,1,1447,18326,14,136,4,226,596,65,62,707,128,29,36,62,219,237,153,98,31,33,64,0,0,0,14,0,0,0
16/1/2024,1440,1,1707,18059,63,205,6,332,897,93,114,1035,198,29,64,114,314,355,233,133,54,41,103,0,0,0,0,63,0,0
17/1/2024,1535,1,1932,17658,32,211,13,359,952,107,118,1146,164,26,81,118,342,414,271,119,51,30,83,0,0,0,0,32,0,0
18/1/2024,1149,1,2077,16729,6,137,8,269,735,81,63,861,144,23,58,63,258,315,218,70,43,37,64,0,0,0,0,6,0,0
19/1/2024,1089,2,1680,16138,2,148,2,211,728,74,49,826,140,24,50,49,243,298,209,76,47,26,67,0,0,0,0,2,0,0
20/1/2024,857,1,1343,15648,2,125,3,184,545,58,40,637,122,17,41,40,194,241,131,71,45,21,56,0,0,0,0,2,0,0
